Aasta,ICD10,Organ,Paikmed,Sugu,Vanusrühmad kokku,Vanus0-4,Vanus5-9,Vanus10-14,Vanus15-19,Vanus20-24,Vanus25-29,Vanus30-34,Vanus35-39,Vanus40-44,Vanus45-49,Vanus50-54,Vanus55-59,Vanus60-64,Vanus65-69,Vanus70-74,Vanus75-79,Vanus80-84,Vanus85pluss
2004,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,25,0,0,0,0,0,0,0,0,0,0,1,2,7,2,6,6,0,1
2005,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,13,0,0,0,0,0,0,0,0,2,1,0,3,0,2,3,0,0,2
2006,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,8,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,1,0
2007,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,20,0,0,0,0,0,0,0,0,0,2,1,1,4,3,4,2,1,2
2008,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,13,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,5,2,0
2009,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Mehed,18,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,6,2,1
2000,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,32,0,0,0,0,0,0,0,0,0,0,0,3,6,6,5,7,2,3
2001,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,25,0,0,0,0,0,0,0,0,1,0,2,0,0,11,3,2,3,3
2002,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,34,0,0,0,0,0,0,0,0,0,0,0,3,7,5,4,9,1,5
2003,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,29,0,0,0,0,0,0,0,0,0,0,0,0,2,9,7,6,4,1
2004,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,34,0,0,0,0,0,0,0,1,0,1,0,3,4,4,3,7,5,6
2005,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,26,0,0,0,0,0,0,0,0,0,0,1,2,1,3,4,7,7,1
2006,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,36,0,0,0,0,0,0,0,0,0,1,0,1,4,6,7,9,6,2
2007,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,27,0,0,0,0,0,0,0,0,0,0,1,0,1,2,7,2,9,5
2008,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,30,0,0,0,0,0,0,0,0,0,0,2,0,3,2,8,7,4,4
2009,C23–C24,..Sapipõis jm. (C23–C24),Seedeelundid (C15–C26),Naised,24,0,0,0,0,0,0,0,0,0,1,1,1,4,1,3,1,6,6
2000,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,97,0,0,0,0,0,0,2,1,3,5,8,8,16,19,20,10,0,5
2001,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,98,0,0,0,0,0,0,1,1,7,8,8,7,17,21,17,6,3,2
2002,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,88,0,0,0,0,0,0,0,1,1,3,9,10,23,19,10,10,2,0
2003,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,114,0,0,0,0,0,0,0,1,1,5,11,14,21,17,21,12,4,7
2004,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,97,0,0,0,0,0,0,1,1,3,3,7,13,12,14,21,10,5,7
2005,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,103,0,0,0,0,0,0,1,2,3,3,11,13,7,24,20,13,6,0
2006,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,139,0,0,0,0,0,0,0,1,4,4,12,18,14,23,23,23,10,7
2007,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,105,0,0,0,0,0,0,1,1,1,4,10,14,16,15,19,12,10,2
2008,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,113,0,0,0,0,0,0,0,2,2,2,9,16,11,14,22,19,8,8
2009,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Mehed,110,0,0,0,0,0,0,0,0,1,5,9,11,14,22,22,12,7,7
2000,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,98,0,0,0,0,0,0,0,1,1,2,5,8,13,13,19,18,11,7
2001,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,97,0,0,0,0,0,0,0,0,1,5,2,7,8,13,21,21,8,11
2002,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,92,0,0,0,0,0,0,0,0,0,3,3,3,15,11,12,22,11,12
2003,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,93,0,0,0,0,0,0,0,1,1,0,2,5,5,19,19,17,11,13
2004,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,109,0,0,0,0,0,0,0,0,1,2,4,8,11,20,13,16,23,11
2005,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,73,0,0,0,0,0,0,0,0,1,2,7,5,9,8,10,19,9,3
2006,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,124,0,0,0,0,0,0,1,2,0,3,4,8,13,17,14,22,23,17
2007,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,118,0,0,0,0,0,0,0,1,0,5,5,4,9,18,21,20,22,13
2008,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,152,0,0,0,0,0,0,0,0,1,2,4,8,13,25,24,28,22,25
2009,C25,..Kõhunääre (C25),Seedeelundid (C15–C26),Naised,133,0,0,0,0,0,0,0,0,1,2,3,15,8,17,23,24,20,20
2000,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2001,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0
2003,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2004,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2005,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2006,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2007,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2008,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
2009,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Mehed,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0
2000,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2001,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2002,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1
2003,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0
2005,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
2006,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0
2007,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1
2008,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,1,0
2009,C26,..Seedeelundid (muu) (C26),Seedeelundid (C15–C26),Naised,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,4,2
2000,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,10,0,0,0,0,1,0,0,1,0,1,0,2,1,3,1,0,0,0
2001,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,5,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
2002,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,10,0,0,0,0,0,1,0,0,0,0,0,1,5,1,1,1,0,0
2003,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,4,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
2004,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,14,0,1,0,0,0,0,0,0,0,1,1,4,3,0,1,3,0,0
2005,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,5,0,0,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0
2006,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,12,0,0,0,0,0,0,0,0,0,2,2,1,4,2,0,1,0,0
2007,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,1,0
2008,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,6,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,2,0
2009,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,9,0,0,0,0,0,0,0,0,0,0,2,0,3,0,2,0,1,1
2000,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,7,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,1,0,1
2001,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
2002,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,1,1,0
2003,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2004,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1
2005,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
2006,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
2007,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,1,0
2008,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
2009,C30–C31,"..Ninaõõs, kõrv, ninakõrvalurked (C30–C31)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,72,0,0,0,0,0,0,0,1,3,6,9,14,16,12,8,2,1,0
2001,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,60,0,0,0,0,0,0,0,0,1,6,14,7,9,12,3,5,1,2
2002,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,75,0,0,0,0,0,0,0,2,4,7,5,11,11,17,13,3,2,0
2003,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,47,0,0,0,0,0,0,0,0,1,4,7,8,6,6,9,3,3,0
2004,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,69,0,0,0,0,0,0,0,0,3,5,5,13,17,10,6,5,4,1
2005,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,60,0,0,0,0,0,0,0,0,3,7,8,6,10,12,7,6,1,0
2006,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,66,0,0,0,0,0,0,0,0,0,3,7,12,8,16,8,6,4,2
2007,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,65,0,0,0,0,0,1,0,2,1,0,7,17,8,13,14,2,0,0
2008,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,67,0,0,0,0,0,0,0,0,1,8,7,13,7,10,5,8,6,2
2009,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,68,0,0,0,0,0,0,1,0,1,4,8,11,12,12,8,5,5,1
2000,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,5,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0
2001,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,0,0
2002,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
2003,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,10,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,1,1,0
2004,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
2005,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,1,0
2006,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0
2007,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,1,0,0,0,1,0,0,0,1,2,1,0,0,0,0
2008,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,5,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,1,0,0
2009,C32, ..Kõri (C32),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,7,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,2,1
2000,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,583,0,0,0,0,0,1,0,3,5,16,40,81,100,124,127,64,17,5
2001,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,632,0,0,0,0,0,0,0,3,9,31,40,68,97,138,136,76,22,12
2002,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,624,0,0,0,0,1,0,0,3,6,22,50,64,115,126,134,69,23,11
2003,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,610,0,0,0,0,0,1,3,2,9,19,44,64,96,112,128,90,27,15
2004,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,603,0,0,0,0,0,0,2,2,5,13,43,58,100,138,122,84,23,13
2005,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,582,0,0,0,0,0,0,1,0,6,20,40,61,74,139,115,81,34,11
2006,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,611,0,0,0,0,0,0,0,0,3,14,45,62,83,141,119,82,52,10
2007,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,636,0,0,0,0,1,0,0,1,1,18,48,78,82,129,118,98,48,14
2008,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,575,0,0,0,1,0,0,0,2,5,10,39,67,87,111,89,100,48,16
2009,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,550,0,0,0,0,0,0,1,1,1,14,34,55,82,90,129,93,38,12
2000,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,165,0,0,0,0,1,0,1,2,2,5,9,18,16,17,37,38,12,7
2001,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,142,0,0,0,0,0,0,0,1,1,1,11,15,16,15,36,25,14,7
2002,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,143,0,0,0,0,0,0,0,1,3,8,11,13,12,24,27,21,13,10
2003,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,146,0,0,0,0,0,0,0,0,3,5,8,13,19,12,25,41,15,5
2004,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,170,0,0,0,0,0,0,2,3,1,3,10,19,22,25,28,27,24,6
2005,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,154,0,0,0,0,0,0,0,0,3,6,10,9,22,27,19,32,18,8
2006,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,175,0,0,0,0,0,0,0,0,3,3,13,20,19,30,27,24,26,10
2007,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,158,0,0,0,0,1,0,0,1,0,5,11,17,14,23,25,29,24,8
2008,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,165,0,0,0,0,0,0,0,0,0,6,5,13,28,17,24,40,20,12
2009,C33–C34,"..Hingetoru, bronh, kops (C33–C34)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,140,0,0,0,0,0,0,1,0,3,2,5,12,25,22,24,17,23,6
2000,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,3,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
2001,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
2002,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,4,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1
2003,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,3,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
2004,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,4,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0
2005,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,7,0,0,0,1,0,0,0,0,1,0,1,2,1,0,1,0,0,0
2006,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,12,0,0,0,1,0,2,1,0,0,0,1,2,2,0,1,1,1,0
2007,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,5,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0
2008,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,4,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0
2009,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2000,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
2001,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
2002,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2003,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2004,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,6,0,0,0,0,0,0,1,2,1,0,0,0,1,0,0,0,0,1
2005,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,4,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0
2006,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0
2007,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2008,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009,C37–C38,"..Tüümus, süda, keskseinand, pleura (C37–C38)","Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,3,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
2001,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2002,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2003,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2005,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Mehed,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2000,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2001,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2002,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2003,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2004,C39,..Hingamiselundid jm. (C39),"Hingamis-, rindkeresisesed elundid (C30–C39)",Naised,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
